title,overview,genres,poster_path,vote_average
Lucy Shimmers and the Prince of Peace,Second chances start when a hardened criminal crosses paths with a precocious little girl who is helped by an angel to change hearts during the holiday season.,"Drama, Family",/yfnJ5qIYx7q33fY4jqv9Pu95RSg.jpg,8.368
Looper,"A brief altercation in a secluded alleyway forces a man into a desperate race to hide his mistakes. But as he tries to escape the situation, he finds that the path out only leads him deeper into a recurring cycle of violence.","Comedy, Thriller",/bKUYFGx7QVuYXahQbcr4fkash96.jpg,6.5
The Raid,"Deep in the heart of Jakarta's slums lies an impenetrable safe house for the world's most dangerous killers and gangsters. Until now, the run-down apartment block has been considered untouchable to even the bravest of police. Cloaked under the cover of pre-dawn darkness and silence, an elite swat team is tasked with raiding the safe house in order to take down the notorious drug lord that runs it.  But when a chance encounter with a spotter blows their cover and news of their assault reaches the drug lord, the building's lights are cut and all the exits blocked. Stranded on the sixth floor with no way out, the unit must fight their way through the city's worst to survive their mission. Starring Indonesian martial arts sensation Iko Uwais.","Action, Thriller, Crime",/Abnm1Ws3JH0ReCfEhLMPwPcMcGO.jpg,7.409
Agent Zeta,"Four Spanish ex-intelligence officers are assassinated simultaneously worldwide. The CNI discovers all participated in the covert ""Operation Ciénaga"" decades ago in Colombia. Zeta, the CNI's best operative, must hunt and protect the sole survivor, facing his deadliest global mission yet. Top Colombian agent Alfa will join Zeta, seemingly knowing more about ""Ciénaga""'s secrets than him.","Drama, Thriller",/1cKLG9KMoCjsgFB8Nw1EuglteVi.jpg,6.625
Mortal Kombat,"For nine generations an evil sorcerer has been victorious in hand-to-hand battle against his mortal enemies. If he wins a tenth Mortal Kombat tournament, desolation and evil will reign over the multiverse forever. To save Earth, three warriors must overcome seemingly insurmountable odds, their own inner demons, and superhuman foes.","Action, Fantasy",/9YhpvhhvLrtL1wlwEfpVL16GI9d.jpg,5.914
The Polar Express,"When a doubting young boy takes an extraordinary train ride to the North Pole, he embarks on a journey of self-discovery that shows him that the wonder of life never fades for those who believe.","Adventure, Animation, Family, Fantasy",/eOoCzH0MqeGr2taUZO4SwG416PF.jpg,6.722
Hirano and Kagiura,"The diligent high school freshman Akira Kagiura and his senior Taiga Hirano have been roommates for half a year. Kagiura used to be anxious about his future dormitory life, but thanks to his energetic senior looking out for him, he has come to feel content and at ease. As he continues to rely on Hirano more and more each day, he develops strong feelings for his selfless friend. In the six months they have left as roommates, Kagiura is determined to put a name to the relationship he cherishes so dearly before it comes to an end.",Animation,/dbgRc2vtKqOf0IpzvtAoovClFAU.jpg,0.0
Faces of Death,"A woman, employed as a website content moderator, comes across a series of violent videos reproducing death scenes from a film.",Horror,/vPVY3S57lEooBLJCg6KGdMHkUxm.jpg,5.495
Mortal Kombat,"For nine generations an evil sorcerer has been victorious in hand-to-hand battle against his mortal enemies. If he wins a tenth Mortal Kombat tournament, desolation and evil will reign over the multiverse forever. To save Earth, three warriors must overcome seemingly insurmountable odds, their own inner demons, and superhuman foes.","Action, Fantasy",/9YhpvhhvLrtL1wlwEfpVL16GI9d.jpg,5.914
The Polar Express,"When a doubting young boy takes an extraordinary train ride to the North Pole, he embarks on a journey of self-discovery that shows him that the wonder of life never fades for those who believe.","Adventure, Animation, Family, Fantasy",/eOoCzH0MqeGr2taUZO4SwG416PF.jpg,6.722
Hirano and Kagiura,"The diligent high school freshman Akira Kagiura and his senior Taiga Hirano have been roommates for half a year. Kagiura used to be anxious about his future dormitory life, but thanks to his energetic senior looking out for him, he has come to feel content and at ease. As he continues to rely on Hirano more and more each day, he develops strong feelings for his selfless friend. In the six months they have left as roommates, Kagiura is determined to put a name to the relationship he cherishes so dearly before it comes to an end.",Animation,/dbgRc2vtKqOf0IpzvtAoovClFAU.jpg,0.0
Faces of Death,"A woman, employed as a website content moderator, comes across a series of violent videos reproducing death scenes from a film.",Horror,/vPVY3S57lEooBLJCg6KGdMHkUxm.jpg,5.495
Atonement,A young girl irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.,"Drama, Romance",/hMRIyBjPzxaSXWM06se3OcNjIQa.jpg,7.634
The Little Rascals,"When nine-year-old Alfalfa falls for Darla, his ""He-Man-Woman-Hating"" friends attempt to sabotage their relationship.","Romance, Comedy, Family",/qI7PKX2JSw4yD2iQm3pyHvKir28.jpg,6.821
In Secret,"In 1860s Paris, a young woman, Therese, is trapped in a loveless marriage to the sickly Camille by her domineering aunt, Madame Raquin. She spends her days behind the counter of a small shop and her evenings watching Madame play dominos with an eclectic group. After she meets her husband’s alluring friend, Laurent, she embarks on an illicit affair that leads to tragic consequences. Based on Emile Zola’s novel, Thérèse Raquin.","Drama, Thriller, Crime, Romance",/iJSTzDyF2BKB9mcor7slIOOXSBD.jpg,6.12
The Glacier Fox,"Director Koreyoshi Kurahara chronicles a year in the lives of Flep and Leila, two foxes living in Hokkaido, Japan's northernmost island, where the freezing winters are long and the mild summers short. After Flep defeats another male fox to become Leila's lifelong partner, they mate and raise a litter of five kits. With their family complete, the group must contend with human interference in their habitat, such as chicken farms and snowmobiles, and struggle against the debilitating cold of winter. The animals experience both triumph and tragedy, as the law of this harsh land proves – only the strong survive.","Family, Documentary, Drama",/t69qrI7nMyGODhuTIqEgmFSLPlU.jpg,7.8
Brothers,"When his helicopter goes down during his fourth tour of duty in Afghanistan, Marine Sam Cahill is presumed dead. Back home, brother Tommy steps in to look over Sam’s wife, Grace, and two children. Sam’s surprise homecoming triggers domestic mayhem.","Drama, Thriller, War",/skHqceAFYee0JZuYd9MVk2IQggi.jpg,7.316
Meet the Robinsons,"Lewis, a brilliant young inventor, is keen on creating a time machine to find his mother, who abandoned him in an orphanage. Things take a turn when he meets Wilbur Robinson and his family.","Animation, Comedy, Family, Science Fiction, Adventure",/naya0zF4kT401Sx15AtwB9vpcJr.jpg,6.9
Jerry Maguire,"Jerry Maguire used to be a typical sports agent: willing to do just about anything he could to get the biggest possible contracts for his clients, plus a nice commission for himself. Then, one day, he suddenly has second thoughts about what he's really doing. When he voices these doubts, he ends up losing his job and all of his clients, save Rod Tidwell, an egomaniacal football player.","Comedy, Drama, Romance",/lABvGN7fDk5ifnwZoxij6G96t2w.jpg,6.996
The Lone Ranger,"The Texas Rangers chase down a gang of outlaws led by Butch Cavendish, but the gang ambushes the Rangers, seemingly killing them all. One survivor is found, however, by an American Indian named Tonto, who nurses him back to health. The Ranger, donning a mask and riding a white stallion named Silver, teams up with Tonto to bring the unscrupulous gang and others of that ilk to justice.","Action, Adventure, Western",/yDuJGq8biNMW7zM3w95UaDJv0KG.jpg,6.126
Quantum of Solace,"Betrayed by Vesper, the woman he loved, 007 fights the urge to make his latest mission personal. Pursuing his determination to uncover the truth, Bond and M interrogate Mr. White, who reveals that the organization that blackmailed Vesper is far more complex and dangerous than anyone had imagined.","Adventure, Action, Thriller",/e3DXXLJHGqMx9yYpXsql1XNljmM.jpg,6.336
65,"65 million years ago, the only 2 survivors of a spaceship from Somaris that crash-landed on Earth, must fend off dinosaurs to reach the escape vessel in time before an imminent asteroid strike threatens to destroy the planet.","Action, Adventure, Science Fiction",/rzRb63TldOKdKydCvWJM8B6EkPM.jpg,5.946
Poor Pierrot,"One night, Arlequin comes to see his lover Colombine. But then Pierrot knocks at the door and Colombine and Arlequin hide. Pierrot starts singing but Arlequin scares him and the poor man goes away.","Comedy, Animation",/4zucpoTtsGv7jsadNHe6g9hDc32.jpg,6.085
Descendants of Adultery,"Soo-ji is a skin specialist who experiences retaliatory driving on her way to work and Captain Kwon helps her. Later, they meet at the hospital and start to feel attracted to each other. Soo-ji is tired of living a pretentious marriage life with her cheating husband and falls in love with Kwon...",Romance,/5hDIHNft2A7tlNsFuTKhIJfKKdc.jpg,4.5
Division Zero,"The protagonists life is repetitive. Every day she gets orders from the broken telephone. Every day she checks in with one of 52 cards and every day she rams the shovel into the cold hard concrete. And she is being watched, every day.",Horror,/1GtK6d0QHMiQSj82gA6MHJ69X0L.jpg,10.0
Tragedy,"A depressed playwright grapples with the mounting pressures of life, including his mother’s declining health and his failing career.",Drama,/q5qe5xJ4KOBGTTLSWcOI6HHQhLR.jpg,10.0
Guarda Mato,,"Crime, Drama",,0.0
American Gangster,"Loosely based on the criminal career of Frank Lucas, a gangster from La Grange, North Carolina, who smuggled heroin into the United States on American service planes returning from the Vietnam War, before being detained by a task force led by Newark Detective Richie Roberts.","Drama, Crime",/sX9idXDqRUxE5ffww3n3RV5gL55.jpg,7.594
Genesee,We focus on two intertwined stories on the Rochester campus as a thriller and a romance unfold over the course of a week.,"Drama, Comedy, Thriller, Romance, Mystery",/8nhCaButchcpE7dqd2Pbayhp7O3.jpg,0.0
Vanilla Sky,"David Aames has it all: wealth, good looks and gorgeous women on his arm. But just as he begins falling for the warmhearted Sofia, his face is horribly disfigured in a car accident. That's just the beginning of his troubles as the lines between illusion and reality, between life and death, are blurred.","Mystery, Romance, Science Fiction",/cAh2pCiNPftsY3aSqJuIOde7uWr.jpg,6.824
Ring,"A mysterious video has been linked to a number of deaths, and when an inquisitive journalist finds the tape and views it herself, she sets in motion a chain of events that puts her own life in danger.","Horror, Thriller",/1YINof6kN5yRdePEbcU5360ejoq.jpg,7.091
The Northman,"Prince Amleth is on the verge of becoming a man when his father is brutally murdered by his uncle, who kidnaps the boy's mother. Two decades later, Amleth is now a Viking who's on a mission to save his mother, kill his uncle and avenge his father.","Action, Adventure, Fantasy",/aSSJMnHknzKjlZ6zybwD7eyJ4Po.jpg,7.032
The Cat in the Hat,"During a rainy day, and while their mother is out, Conrad and Sally, and their pet fish, are visited by the mischievous Cat in the Hat. Fun soon turns to mayhem, and the siblings must figure out how to rid themselves of the maniacal Cat.","Family, Comedy, Adventure, Fantasy",/uYYLz67e5xEQMsY858VSSCDsLU6.jpg,5.329
Dredd,"In the future, America is a dystopian wasteland. The latest scourge is Ma-Ma, a prostitute-turned-drug pusher with a dangerous new drug and aims to take over the city. The only possibility of stopping her is an elite group of urban police called Judges, who combine the duties of judge, jury and executioner to deliver a brutal brand of swift justice. But even the top-ranking Judge, Dredd, discovers that taking down Ma-Ma isn’t as easy as it seems in this explosive adaptation of the hugely popular comic series.","Action, Science Fiction",/wLx65gtGVnUFCxceHWGszcruCZj.jpg,6.865
Poltergeist,"The Freelings' suburban home becomes the center of paranormal activity that opens a portal to the 'other side'. With help, they must cross over to get their daughter back.",Horror,/m5AKo8iZAYulI87Uzxkn87vRY07.jpg,7.159
Après le lancement : sortie des invités et du public,"View of the audience, following the launch of a ship.",Documentary,,5.0
Old,A group of families on a tropical holiday discover that the secluded beach where they are staying is somehow causing them to age rapidly – reducing their entire lives into a single day.,"Thriller, Mystery, Horror",/vclShucpUmPhdAOmKgf3B3Z4POD.jpg,6.323
Pose,"Isolated in a grand country manor, a reclusive artist spends a passionate and paranoid weekend with his ex-lover, an obsessive fan, and a potential muse. Hoping to spark a new wave of artistic brilliance over the course of a few tumultuous days, filled with chaos and revelation not all of them will make it out alive.",Thriller,/qhyyyWrHUbl6QG4udAJj17CBa5.jpg,6.3
Jack Reacher: Never Go Back,"Years after resigning command of an elite military police unit, the nomadic, righter-of-wrongs Reacher is drawn back into the life he left behind when his friend and successor, Major Susan Turner is framed for espionage. Reacher will stop at nothing to prove her innocence and to expose the real perpetrators behind the killings of his former soldiers.","Action, Thriller, Drama, Crime",/cOg3UT2NYWHZxp41vpxAnVCOC4M.jpg,6.027
Final Destination 2,"When Kimberly has a violent premonition of a highway pileup she blocks the freeway, keeping a few others meant to die, safe...Or are they? The survivors mysteriously start dying and it's up to Kimberly to stop it before she's next.","Horror, Mystery",/vnFgxRlLTA9fDNcGXLiHmgwmIEo.jpg,6.31
Weathering with You,"The summer of his high school freshman year, Hodaka runs away from his remote island home to Tokyo, and quickly finds himself pushed to his financial and personal limits. The weather is unusually gloomy and rainy every day, as if taking its cue from his life. After many days of solitude, he finally finds work as a freelance writer for a mysterious occult magazine. Then, one day, Hodaka meets Hina on a busy street corner. This bright and strong-willed girl possesses a strange and wonderful ability: the power to stop the rain and clear the sky.","Animation, Drama, Fantasy, Romance",/qgrk7r1fV4IjuoeiGS5HOhXNdLJ.jpg,8.0
Happy Gilmore 2,"Happy Gilmore isn't done with golf — not by a long shot. Since his retirement after his first Tour Championship win, Gilmore returns to finance his daughter's ballet classes.",Comedy,/E3dPHPJigkXwuiE0n1vzz0se8a.jpg,6.53
The Piano Teacher,"Erika Kohut, a sexually repressed piano teacher living with her domineering mother, meets a young man who starts romantically pursuing her.","Drama, Romance",/gNHKYQnP1RnqEhkivHJzBPb4MOP.jpg,7.3
Good Time,"An old friend comes back after a long time. They spend good time together like nothing ever changed, watching TV, playing games, drinking beer, listening to music, and talking about life. For a moment, it feels like the good old days again. But when the friend leaves something feels different.","Drama, Thriller",/220IpBFgyATL20WvsT4BWiMAsEs.jpg,10.0
The Blair Witch Project,"In October of 1994 three student filmmakers disappeared in the woods near Burkittsville, Maryland, while shooting a documentary. A year later their footage was found.","Horror, Mystery",/9050VGrYjYrEjpOvDZVAngLbg1f.jpg,6.366
Night at the Museum: Secret of the Tomb,"When the magic powers of The Tablet of Ahkmenrah begin to die out, Larry Daley spans the globe, uniting favorite and new characters while embarking on an epic quest to save the magic before it is gone forever.","Adventure, Comedy, Fantasy, Family",/xwgy305K6qDs3D20xUO4OZu1HPY.jpg,6.224
Solo: A Star Wars Story,"Through a series of daring escapades deep within a dark and dangerous criminal underworld, Han Solo meets his mighty future copilot Chewbacca and encounters the notorious gambler Lando Calrissian.","Science Fiction, Adventure, Action",/4oD6VEccFkorEBTEDXtpLAaz0Rl.jpg,6.557
Underworld: Rise of the Lycans,"A prequel to the first two Underworld films, this fantasy explains the origins of the feud between the Vampires and the Lycans. Aided by his secret love, Sonja, courageous Lucian leads the Lycans in battle against brutal Vampire king Viktor. Determined to break the king's enslavement of his people, Lucian faces off against the Death Dealer army in a bid for Lycan independence.","Fantasy, Action, Thriller",/yW9gF7rGn8EoV8B8rxOx1xjxVZf.jpg,6.538
Trap,"A father and teen daughter attend a pop concert, where they realize they're at the center of a dark and sinister event.","Crime, Horror, Thriller",/jwoaKYVqPgYemFpaANL941EF94R.jpg,6.237
Влюблённые,"Pasha and Liza have been married for 20 years. In their youth, they made a contract with the Wizard. He granted them magical powers in exchange for one condition: Pasha and Liza would spend exactly 20 years together, not a day more, not a day less. After that, they would either separate voluntarily—forever—or be separated by death. But the time has come to fulfill the contract, and Liza and Pasha still love each other and don't want to part. They have two beautiful children, Masha and Petya. Pasha and Liza are looking for a way to break the contract, and their children, upon learning of the divorce, try to ""save their parents' marriage"" by interfering with them at the most inopportune moments.",Fantasy,,0.0
Filterkoffie,"Nervous job applicant Martijn is offered a magical coffee by HR Manager Rianne, making it impossible for him to lie and causing the interview to take some surprising turns.",Comedy,/zj97lIoHAOoq795PdRFwcpJnmTy.jpg,9.5
Wrong Turn 4: Bloody Beginnings,"A group of friends take refuge in a deserted sanatorium after they are left stranded in a snowstorm. Later, the place becomes a death trap when man-eating cannibals surround them.","Horror, Thriller",/l1vD4GY7tlT420KJ3xWTzyQ2Aa9.jpg,5.747
Behind You,The main character goes to a thrift store; he finds an old camcorder. He tales it home then he discovers something no man should see,"Horror, Mystery, Thriller",/77VDZxwmu6DrFfJkKJnjL2RPIaM.jpg,0.0
Bad Boys II,"Detectives Marcus Burnett and Mike Lowrey of the Miami Narcotics Task Force are tasked with stopping the flow of the drug Ecstasy into Miami. They track the drugs to the whacked-out Cuban drug lord Johnny Tapia, who is also involved in a bloody war with Russian and Haitian mobsters. If that isn't bad enough, there's tension between the two detectives when Marcus discovers that playboy Mike is secretly romancing Marcus’ sister, Syd.","Action, Crime, Comedy",/yCvB5fG5aEPqa1St7ihY6KEAsHD.jpg,6.657
Valerian and the City of a Thousand Planets,"In the 28th century, Valerian and Laureline are special operatives charged with keeping order throughout the human territories. On assignment from the Minister of Defense, the two undertake a mission to Alpha, an ever-expanding metropolis where species from across the universe have converged over centuries to share knowledge, intelligence, and cultures. At the center of Alpha is a mysterious dark force which threatens the peaceful existence of the City of a Thousand Planets, and Valerian and Laureline must race to identify the menace and safeguard not just Alpha, but the future of the universe.","Adventure, Science Fiction, Action",/vlc95gl3PtrjxSEuM8RhTtSm2xU.jpg,6.645
Vampire Elvis,"Las Vegas, 1972. In a decade drenched in blood, confusion, and paranoia, a new serial killer lurks beneath the neon shadows, ripping bodies apart. And what was once America’s glittering playground has now become a neon-lit graveyard, paralyzed with horror. But this isn’t your average homicidal psychopath. This one walks, talks, and sings like an angel... but behind his mask lies an unholy hunger that is nowhere near being fulfilled.  VAMPIRE ELVIS is a vile, carnal, grim, and seductive grindhouse relic, coming from the darkest corner of hypnagogic nightmares. A bizarre love letter to cult cinema, where rock 'n' roll rots, icons collapse, and desire outweighs reason.  You’ve never seen a vampire film like this. And you sure as hell ain’t seen HIM like this.  So turn the lights low. Lock the door. And whatever you do... don’t let HIM in!","Horror, Thriller, Comedy, Music",/uDozt8KneAkUE8eITKFk8QCKTDp.jpg,10.0
Nice Sister-In-Law,"Young-cheol, faced with boredom, keeps looking at his younger and sexy sister-in-law than his wife who doesn't want him. The only two living together with my sister-in-law started with my wife's runaway! Young-cheol falls helplessly in front of her sticky temptation.","Drama, Romance",/vnCyIfkkvfR4gPeaEZ7LQem5Bd7.jpg,8.0
Solo Mio,"After Matt's dreams of a picturesque Italian wedding are shattered when his fiancée leaves him at the altar, he embarks on his planned honeymoon across Italy alone, immersing himself in the country's vibrant culture, food, and beauty, meeting Gia along the way.","Romance, Comedy",/efSsZJaddeq0LOABZqpCXdMxv9P.jpg,7.348
Musheraw(ሙሽራው),Afilm By Zekarias Wendifraw,Comedy,/rPG7MmFxGVjbfiAN4GfVLvQm1Lc.jpg,0.0
Hidden Face,"Su-yeon, a cellist in an orchestra led by her fiancé and conductor Sung-jin, disappears one day, leaving behind only a video recording. Sung-jin is devasted over the loss of Su-yeon, but feels a strong attraction to Mi-ju, a cellist who fills in for his fiancée. Then one rainy night, Sung-jin and Mi-ju get swept away by their mutual desires for each other and commit an unforgivable act at Su-yeon's house.","Mystery, Thriller",/slRaAeEWbU8gM834X10qNhBhVIv.jpg,5.1
Jason Lives - Friday the 13th Part VI,"Tommy Jarvis, tormented by the fear that maybe Jason isn't really dead, unwittingly resurrects the mass murderer for another bloody rampage.","Horror, Thriller",/6vdUpHvkspQonXBdWcLWW5ciEPJ.jpg,6.268
Friday the 13th,Camp counselors are stalked and murdered by an unknown assailant while trying to reopen a summer camp that was the site of a child's drowning.,Horror,/uGGpnWHOmWTARVN9wbC1nPxNgps.jpg,6.401
A Nightmare,"A man has a fantastical nightmare involving, among other things, a grinning malevolent moon.",Horror,/aB81KASGqn54LRFvQ0eeAkPkrxC.jpg,6.054
Bhagyada Balegara,"Bhagyada Balegara movie tells that Bangles are a mark of feminist grace in India. In rural Karnataka and India, a Bangle seller is said to bring about fortunes to the village folk and is also considered as auspicious for ceremonies. Interestingly, the various colours of bangles hold significance for different ceremonies.Though a bangle seller is believed to bring in fortunes in the lives of others how much of fortune will he have in his own life will form the crux of the story.",Drama,/bwDtXcFCTZL2Evu2AWijlDgJC5C.jpg,0.0
BLOODSUCKER,"In her room, Katie talks to her therapist, Dr. Klein about her feud with Vicky Treehorn at school when her intentions turn sour and her victim mentality after calling her boyfriend might not be what it seems.","Thriller, Horror, Drama",/6BHGqCm2PDU2CQzrSvtiudBqQmq.jpg,0.0
Rambo,"In Thailand, ex-Green Beret John James Rambo joins a group of mercenaries to venture into war-torn neighboring Myanmar to rescue a group of Christian aid workers who have been kidnapped by a ruthless local infantry unit.","Action, Thriller, War",/3mInub5c8o00H7EJ1TrjAqOzIuc.jpg,6.7
Bosco d'amore,"The time is the mid-14th century --- the Pope is now residing at Avignon, the Black Death is killing millions across Europe, and civil wars are adding to the turmoil and chaos. In this story adapted from Giovanni Boccaccio's Decameron, a young teenage couple is sent to live in a nearby town by the man's uncle, in an attempt to keep them safe from harm. She is from the lower classes, and he comes from a noble family -- a family that opposes his choice of a future bride. While en route to the town, the couple's horses are stolen and they are forced to continue through the forest on foot -- at a pace that introduces them to a kaleidoscope of Boccaccio's characters, from masters of mysticism, to soldiers of the warring Papal armies. Somehow, the couple manage to get through this gauntlet of sorts, and they do marry. Just as they are ready to go back to Rome, they hear that there is an insurrection in the offing, and suddenly, their brief spate of stability is threatened again.","Drama, Romance",/jNV46xSIONTEvIAWon6NnveH7eG.jpg,4.667
Empathy,A cameraman for an absurdist public access television show gets an unexpected call from his estranged brother.,"Comedy, Drama, Thriller",/zxkONnHnJCoFtVAJ0YcWA7eKKN.jpg,0.0
Jupiter Ascending,"In a universe where human genetic material is the most precious commodity, an impoverished young Earth woman becomes the key to strategic maneuvers and internal strife within a powerful dynasty…","Science Fiction, Fantasy, Action",/2NCcAZ3M3F0FxENYmammBknwpVn.jpg,5.469
Two Minutes,Two brothers rob a corner shop only to be interrupted by their Nan.,"Comedy, Crime",/vx9iKgZBgjpFkNtL9HTZbBifJVU.jpg,10.0
Heroine in Peril Omnibus 24: Fighter of the Sun Leona MAMA,"The 24th entry in the Heroine in Peril Omnibus tokusatsu series, as well as an entry in the Fighter of the Sun Leona tokusatsu series.","Science Fiction, Action",/3fnztZ8Iej1211Xg268hhlxwAom.jpg,0.0
RRR,A fictional history of two legendary revolutionaries' journey away from home before they began fighting for their country in the 1920s.,"Action, History, Drama",/u0XUBNQWlOvrh0Gd97ARGpIkL0.jpg,7.7
Hairscare,"HairScare follows a string of grisly murders tied to a smiling, tight-knit family, with clues blurring the line between Nikki Blonsky and her larger-than-life persona, Tracy Turnblad—no one can tell which one is real anymore. In the final scene, a figure turns toward the camera, hair perfectly set and hands stained red…You cant stop the beat, but it can stop you...",Horror,/9gwX7suW1PyYzFRxVKmaiZBxNdL.jpg,10.0
Apocalypse Z: The Beginning of the End,"When a kind of rabies that transforms people into aggressive creatures spreads across the planet, Manel isolates himself at home with his cat, relying on his wits to survive; but soon they must go out in search of food, by land and by sea, dodging many dangers.","Drama, Action, Horror",/wIGJnIFQlESkC2rLpfA8EDHqk4g.jpg,6.736
The Girl with the Dragon Tattoo,"Disgraced journalist Mikael Blomkvist investigates the disappearance of a weary patriarch's niece from 40 years ago. He is aided by the pierced, tattooed, punk computer hacker named Lisbeth Salander. As they work together in the investigation, Blomkvist and Salander uncover immense corruption beyond anything they have ever imagined.","Thriller, Crime, Mystery",/8bokS83zGdhaXgN9tjidUKmAftW.jpg,7.387
The Amorous Sisters,Comedy about some schoolgirls being taught anatomy (of the sexual nature) by the sexually frustrated Barbara Moose. In bed at nighttime the girls practice their daily lessons on each other and on any unsuspecting visitors of the night. When they're not in class they enjoy frolicking around outside (naked most of the time!) experiencing the joys of nature.,Comedy,/nxkwhnBFbdz3g2lFYWUuWhsN0LZ.jpg,4.974
The School of Rock,"Fired from his band and hard up for cash, guitarist and vocalist Dewey Finn finagles his way into a job as a fifth-grade substitute teacher at a private school, where he secretly begins teaching his straight-A students the finer points of rock 'n' roll and the power of sticking it to the man. But as the school’s stern principal closes in and the Battle of the Bands looms, Dewey must risk everything to prove that rock 'n' roll can change lives.","Comedy, Family, Music",/zXLXaepIBvFVLU25DH3wv4IPSbe.jpg,7.087
Fosh: The Movie,A inflammatory story of two isolated and disillusioned Iranians in America. Two men who find no way to enter human society.,"Comedy, Drama, Thriller",/mVCRpjQ27MRS1Xhd1ALJGhbqCuu.jpg,0.0
Layover,A stranded Marine awaiting a flight home forges an unexpected bond with a marginalized stranger during one tense night in 1966.,"War, History",,0.0
Stardust,"In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm. His journey takes him into a world beyond his wildest dreams and reveals his true identity.","Adventure, Fantasy, Romance, Family",/7zbFmxy3DqKYL2M8Hop6uylp2Uy.jpg,7.292
Hop,"E.B., the Easter Bunny's teenage son, heads to Hollywood, determined to become a drummer in a rock 'n' roll band. In L.A., he's taken in by Fred after the out-of-work slacker hits E.B. with his car.","Animation, Comedy, Family",/2FrDmwXWjRE1zpNP288YncRt5RF.jpg,5.8
Big Picnic,The fun-loving Drahomanovs and the straight-laced Nalyvaichenkos battle for the same picnic spot — and deal with an additional unwanted guest.,Comedy,/kqyLcgUcG1588659JHQM7GrVwYW.jpg,4.1
SICK TRUTH,"Corey’s miserable life has been turned upside down when a deadly virus spreads across the globe. Most don’t even know they’re carrying it until it’s far too late. With a new national lockdown, Corey is stuck with his two housemates. But as he spends more and more time with them, reality and fantasy have begun to melt together and he’s no longer sure of anything, even himself.","Horror, Drama",,0.0
The Traveling Companion,A  ruined noble decides to organize a robbery on a luxury train. He decides to get help from a busty starlet that should distract passengers ...,Comedy,/12lRiKQJXG2ldB8qJPmjHTxeK9w.jpg,4.6
Anniversary,"When Ellen and Paul’s son Josh introduces his new girlfriend at their 25th anniversary party, no one suspects that it is the beginning of the end for this happy family. The new girlfriend is Liz, Ellen’s former student, who left the university, some years before, after Ellen called her out in class for her radical ideology.","Thriller, Drama",/sSdpXGBNt3mQzjZZVK6eV5NcPdc.jpg,6.711
The Pope's Exorcist,"Father Gabriele Amorth, Chief Exorcist of the Vatican, investigates a young boy's terrifying possession and ends up uncovering a centuries-old conspiracy the Vatican has desperately tried to keep hidden.","Horror, Thriller",/jFC4LS5qTAT3PinzdEzINfu1CV9.jpg,6.924
Bequadro,,"Drama, Music, Romance",/67hyjduycM3C2P9I5W1DN19q3BG.jpg,10.0
Midwinter Hue,"A man steadily bashes through the snow. He disappears and the trees, covered in white, shift and show a beautiful array of hidden colors. A poetic, meditative short film about letting go of the past and embracing the unknown future.","Drama, Documentary",/4qrkc3fmy0oXHqUAK3kCWuHIMhv.jpg,0.0
GGS - Ganteng-Ganteng Sange,Kelas Bintang is back with this pack of drama called GGS - Ganteng-Ganteng Sange.,"Drama, Romance",/39fFH027tOpTyZwSNOydSAsOCzb.jpg,6.1
Crossing,"A retelling of the Red Army crossing the Chishui River four times to outmaneuver 400,000 enemy troops.","History, War",/wlnltvu01zZvcC2dVAp4Xdwb1JG.jpg,4.7
Green Lantern,"For centuries, a small but powerful force of warriors called the Green Lantern Corps has sworn to keep intergalactic order. Each Green Lantern wears a ring that grants him superpowers. But when a new enemy called Parallax threatens to destroy the balance of power in the Universe, their fate and the fate of Earth lie in the hands of the first human ever recruited.","Adventure, Action, Science Fiction",/fj21HwUprqjjwTdkKC1XZurRSpV.jpg,5.186
L’indispensable,,Documentary,/324cLOFeCjCQDiOuhjjil4QdLL5.jpg,0.0
GINETTE,,"Action, Comedy, Family",/n2X5xg6UyRxSruzuFVJ6PPCrYFK.jpg,10.0
Trade-Off,Two friends have an investment opportunity in which they go to great measures to reach their initial investment money.,"Comedy, Thriller, Crime",/4JerQRROzwy1fN3tavswchNiNqC.jpg,0.0
Ice Skater,"A survival drama about an ice skater stranded on an ice floe at the Arctic Sea. When the ice floe starts to float towards south and melt, the ice skater must use all means necessary to survive.","Drama, Thriller",/m93BKabB7Je8WQACed58BXeHNNR.jpg,0.0
Nimrods,"Three friends journey from Kansas City to Los Angeles, mistakenly believing that their band is opening for Green Day on New Year’s Eve.","Comedy, Music",/aebmSpFu1lUV78PtOpqMUn4d82B.jpg,0.0
After Hours,"Two brothers trapped in poverty gamble on day trading as ambition turns to addiction. When one final all-in bet collapses, their home becomes a pressure cooker where love, pride, and survival collide.","Thriller, Drama",/kTIbFErtMyglWkQFP2Gaw1Lh0pL.jpg,0.0
Young Hearts,"14-year-old Elias increasingly feels like an outsider in his village. When he meets his new neighbour of the same age, Alexander, Elias is confronted with his burgeoning sexuality.","Drama, Romance",/iGCtYxfuvXfy0BD5m6p7vKuPOxS.jpg,8.565
